Date,Close
1/10/18,8.1
1/11/18,7.9
1/12/18,8
1/16/18,8.35
1/17/18,7.85
1/18/18,7.85
1/19/18,8.55
1/22/18,8.45
1/23/18,8.7
1/24/18,7.85
1/25/18,7.2
1/26/18,6.95
1/29/18,6.95
1/30/18,6.75
1/31/18,6.75
2/1/18,6.9
2/2/18,6.8
2/5/18,6.65
2/6/18,6.65
2/7/18,6.6
2/8/18,6.6
2/9/18,6.6
2/12/18,6.65
2/13/18,6.8
2/14/18,6.55
2/15/18,6.75
2/16/18,6.8
2/20/18,6.65
2/21/18,6.75
2/22/18,6.8
2/23/18,6.55
2/26/18,6.6
2/27/18,7.3
2/28/18,7.3
3/1/18,7.35
3/2/18,7.4
3/5/18,7.4
3/6/18,7.25
3/7/18,7.5
3/8/18,7.55
3/9/18,7.75
3/12/18,7.6
3/13/18,7.6
3/14/18,7.6
3/15/18,7.8
3/16/18,8
3/19/18,8.1
3/20/18,8.15
3/21/18,8.2
3/22/18,8.25
3/23/18,8.05
3/26/18,8.2
3/27/18,8.6
3/28/18,8.65
3/29/18,8.85
4/2/18,8.4
4/3/18,8.5
4/4/18,8.5
4/5/18,8.3
4/6/18,7.6
4/9/18,7.75
4/10/18,8
4/11/18,8.05
4/12/18,8.35
4/13/18,8.15
4/16/18,8.15
4/17/18,8.35
4/18/18,8
4/19/18,7.6
4/20/18,7.65
4/23/18,7.75
4/24/18,7.45
4/25/18,7.3
4/26/18,7.4
4/27/18,7.3
4/30/18,7.65
5/1/18,7.85
5/2/18,7.85
5/3/18,7.85
5/4/18,7.9
5/7/18,7.95
5/8/18,7.85
5/9/18,7.65
5/10/18,7.8
5/11/18,7.75
5/14/18,7.6
5/15/18,7.75
5/16/18,7.75
5/17/18,7.7
5/18/18,7.7
5/21/18,7.6
5/22/18,7.55
5/23/18,7.5
5/24/18,7.3
5/25/18,7.55
5/29/18,7.2
5/30/18,7
5/31/18,6.5
6/1/18,6.55
6/4/18,6.5
6/5/18,6.55
6/6/18,6.7
6/7/18,6.45
6/8/18,6.65
6/11/18,6.45
6/12/18,6.5
6/13/18,6.3
6/14/18,6.45
6/15/18,6.85
6/18/18,6.85
6/19/18,6.8
6/20/18,6.75
6/21/18,6.3
6/22/18,6.2
6/25/18,6.2
6/26/18,6.15
6/27/18,5.85
6/28/18,5.85
6/29/18,6
7/2/18,5.85
7/3/18,5.8
7/5/18,5.8
7/6/18,5.65
7/9/18,5.6
7/10/18,5.5
7/11/18,5.7
7/12/18,5.7
7/13/18,5.5
7/16/18,5.1
7/17/18,5.3
7/18/18,5.3
7/19/18,5.05
7/20/18,5.05
7/23/18,5.05
7/24/18,4.9
7/25/18,5.2
7/26/18,4.9
7/27/18,4.55
7/30/18,4.6
7/31/18,4.75
8/1/18,5
8/2/18,5
8/3/18,4.65
8/6/18,4.65
8/7/18,4.5
8/8/18,5.9
8/9/18,6
8/10/18,6.1
8/13/18,6
8/14/18,6.25
8/15/18,5.05
8/16/18,5.4
8/17/18,5.15
8/20/18,5.4
8/21/18,5.5
8/22/18,5.4
8/23/18,5.35
8/24/18,5.5
8/27/18,5.45
8/28/18,5.45
8/29/18,5.7
8/30/18,5.5
8/31/18,5.5
9/4/18,5.3
9/5/18,5.25
9/6/18,4.8
9/7/18,5
9/10/18,4.85
9/11/18,4.7
9/12/18,4.6
9/13/18,4.5
9/14/18,4.2
9/17/18,4.1
9/18/18,4
9/19/18,4.25
9/20/18,4.35
9/21/18,4.35
9/24/18,4.25
9/25/18,4.4
9/26/18,4.65
9/27/18,4.65
9/28/18,4.85
10/1/18,4.82
10/2/18,4.73
10/3/18,4.77
10/4/18,4.69
10/5/18,4.65
10/8/18,4.89
10/9/18,5.13
10/10/18,5.06
10/11/18,5
10/12/18,5
10/15/18,5.06
10/16/18,5.12
10/17/18,5.08
10/18/18,4.92
10/19/18,4.87
10/22/18,4.75
10/23/18,4.67
10/24/18,4.38
10/25/18,4.55
10/26/18,4.41
10/29/18,4.02
10/30/18,4.05
10/31/18,6.4
11/1/18,5.92
11/2/18,5.84
11/5/18,5.88
11/6/18,5.87
11/7/18,5.89
11/8/18,5.83
11/9/18,5.82
11/12/18,5.24
11/13/18,5.23
11/14/18,4.86
11/15/18,5.01
11/16/18,5.1
11/19/18,5.04
11/20/18,5.1
11/21/18,5.23
11/23/18,5.21
11/26/18,5.15
11/27/18,4.94
11/28/18,5.14
11/29/18,5.14
11/30/18,5.22
12/3/18,5.13
12/4/18,4.93
12/6/18,4.91
12/7/18,4.87
12/10/18,4.67
12/11/18,4.55
12/12/18,4.57
12/13/18,4.51
12/14/18,4.37
12/17/18,4.27
12/18/18,4.21
12/19/18,4.15
12/20/18,4
12/21/18,3.89
12/24/18,3.87
12/26/18,4
12/27/18,4.17
12/28/18,4.33
12/31/18,4.48
1/2/19,4.44
1/3/19,4.42
1/4/19,4.54
1/7/19,4.7
1/8/19,4.8
1/9/19,4.77
1/10/19,4.72
1/11/19,4.99
1/14/19,4.99
1/15/19,4.93
1/16/19,4.95
1/17/19,4.87
1/18/19,4.83
1/22/19,4.69
1/23/19,4.58
1/24/19,4.6
1/25/19,4.79
1/28/19,4.68
1/29/19,4.74
1/30/19,4.74
1/31/19,4.69
2/1/19,4.7
2/4/19,4.77
2/5/19,4.73
2/6/19,4.71
2/7/19,4.73
2/8/19,4.73
2/11/19,4.71
